Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
863b6b9cfdba0a354850e85bed3058d8f85f509f184dcb81f89fd364863927f8,2017-11,Lincolnshire Police,Lincolnshire Police,-0.154041,52.823375,On or near BRIDGEWATER LANE,E01026260,South Holland 005D,Unable to prosecute suspect
0487b3d78361821570eb05a5b9727384c843df8e7a79d04d8a989db22522880c,2017-11,Lincolnshire Police,Lincolnshire Police,0.046981,53.400861,On or near HIGH STREET,E01026076,East Lindsey 002B,Unable to prosecute suspect
ef44ea8bedf5ee126a71c652348c575a3b1d48a266a660529c327f46e77bebb2,2017-11,Lincolnshire Police,Lincolnshire Police,0.343521,53.144958,On or near Parking Area,E01026093,East Lindsey 014B,Unable to prosecute suspect
c2b906eb02e7a9bf23872902d8d4aabb65f11ab60d4e068994fda7b98e3a492a,2017-11,Lincolnshire Police,Lincolnshire Police,0.335779,53.136496,On or near BECKETT CLOSE,E01026097,East Lindsey 015D,Unable to prosecute suspect
c2b906eb02e7a9bf23872902d8d4aabb65f11ab60d4e068994fda7b98e3a492a,2017-11,Lincolnshire Police,Lincolnshire Police,0.335779,53.136496,On or near BECKETT CLOSE,E01026097,East Lindsey 015D,Unable to prosecute suspect
ac632bf691310fa9a36e40ce0c34797320db694645d39bd31aeeb82e772c8603,2017-11,Lincolnshire Police,Lincolnshire Police,-0.755539,53.389836,On or near BREWSTER ROAD,E01026375,West Lindsey 006B,Unable to prosecute suspect
37413d3058d862cef7528996c22009163fa2a27f4a6aeffc903dd77d3568e59f,2017-11,Lincolnshire Police,Lincolnshire Police,-0.011392,52.820153,On or near A17,E01026286,South Holland 004E,Unable to prosecute suspect
a7a106314630922d8ed6355fc105e0abb0efe6306b35992b1c6bd15fb2e4d895,2017-11,Lincolnshire Police,Lincolnshire Police,0.331284,53.139084,On or near RICHMOND COURT,E01026097,East Lindsey 015D,Offender given a caution
898fbb8b02b5a36d288e0670f303137b63749a04eaef1b76d31c53023d23bbd8,2017-11,Lincolnshire Police,Lincolnshire Police,-0.623186,53.230609,On or near QUEENSWAY,E01026225,North Kesteven 003E,Unable to prosecute suspect
961fbc540dbce3e507f1a3a3e0882a8e890b236014583b6076fe259c73fe21b6,2017-11,Lincolnshire Police,Lincolnshire Police,-0.547843,53.393378,On or near Petrol Station,E01026386,West Lindsey 005B,Unable to prosecute suspect
071e1d75bf923ca4e0afa5fbecd4eab4eaeaebbf66d38a5a0d51dc97a65e06d4,2017-11,Lincolnshire Police,Lincolnshire Police,0.334271,53.147279,On or near GROSVENOR ROAD,E01026092,East Lindsey 014A,Unable to prosecute suspect
9200d8b099db10559ddc06ac839b582418664cfa6f1197f270bee2c70f531431,2017-11,Lincolnshire Police,Lincolnshire Police,0.339769,53.143062,On or near Shopping Area,E01026093,East Lindsey 014B,Unable to prosecute suspect
ca83822a4e8f4d51c9f74597ba3bc398ba574d8b0c3e4fa12a3ee02c1d215f42,2017-11,Lincolnshire Police,Lincolnshire Police,0.246576,53.161311,On or near MARKET CLOSE,E01026046,East Lindsey 013A,Local resolution
501a5073f98494ef5a37a887b68c25c6158e775fb7799c3962847fc89339fc05,2017-11,Lincolnshire Police,Lincolnshire Police,-0.111132,53.208419,On or near WATER LANE,E01026067,East Lindsey 011D,Unable to prosecute suspect
a87bdac226f4f03ae9b750e7738138c9d63dd2a005c8e7e14f4b59c6481955b6,2017-11,Lincolnshire Police,Lincolnshire Police,-0.241074,53.575177,On or near EASTFIELD ROAD,E01032683,West Lindsey 001G,Unable to prosecute suspect
d2c84f7f7a5957a92e8ed23f2d759c8bfbe1239e718b0c6289266bd48f9e8062,2017-11,Lincolnshire Police,Lincolnshire Police,-0.040153,52.827762,On or near EARLSFIELD,E01026283,South Holland 004C,Unable to prosecute suspect
943dfaca9b752e13c921e3885503fa725e477718abaed9bb6d1e95cff1e56110,2017-11,Lincolnshire Police,Lincolnshire Police,-0.754312,53.388600,On or near PILGRIMS WAY,E01026375,West Lindsey 006B,Unable to prosecute suspect
34ee7ee448e6f01e7d1fd58d3add371dd9fa4b84e91c83ba0e7e2d8ea5317ea5,2017-11,Lincolnshire Police,Lincolnshire Police,0.336908,53.130306,On or near LINKS CRESCENT,E01026096,East Lindsey 015C,Unable to prosecute suspect
18f40a6f76ad1f86a00cabae71c6bd2479ca68d58586bfc1ebcc7234199db0e4,2017-11,Lincolnshire Police,Lincolnshire Police,-0.003844,53.367209,On or near Shopping Area,E01032986,East Lindsey 004D,Local resolution
d279fe1827a6a6b11661c035a6b3b590e5ffe1226b2cb6d53b188d02bd975676,2017-11,Lincolnshire Police,Lincolnshire Police,-0.576856,53.210027,On or near UFFINGTON AVENUE,E01026161,Lincoln 010A,Unable to prosecute suspect
1f9b6bf45d00c8401a4e331e21453664f07ce17caa776eb94aa39b084ac0b0fd,2017-11,Lincolnshire Police,Lincolnshire Police,-0.758883,53.391731,On or near ELIOT CLOSE,E01026376,West Lindsey 006C,Unable to prosecute suspect
31f0bbc76ddcdc73d9aff8f15ac0f51d2968515ec5b134bcf8973d689383870e,2017-11,Lincolnshire Police,Lincolnshire Police,-0.746891,53.390401,On or near Petrol Station,E01026375,West Lindsey 006B,Suspect charged as part of another case
f80090822ee8bfac99ceaf21052bba86f46f006a55a2c87d6fa1e5d4e2e28349,2017-11,Lincolnshire Police,Lincolnshire Police,-0.772951,53.397207,On or near Petrol Station,E01026384,West Lindsey 004F,Unable to prosecute suspect
0b2b668de147e76468e5d526ee4c22c1d1d5a6bfc99306e8183cf7d640d1bc59,2017-11,Lincolnshire Police,Lincolnshire Police,-0.759155,53.395312,On or near JOHN JENKINSON CLOSE,E01026376,West Lindsey 006C,Unable to prosecute suspect
96927e95e1a353e5384771dc56319403ace1d71ac91f904763b38e999d37f404,2017-11,Lincolnshire Police,Lincolnshire Police,-0.769555,53.387707,On or near Supermarket,E01026382,West Lindsey 004D,Suspect charged as part of another case
8112db139049d9c70d74830a34344bc8a8719ba4a1b3fe84a7a17940ae815662,2017-11,Lincolnshire Police,Lincolnshire Police,0.256993,53.342215,On or near CHARLES WRIGHT CLOSE,E01026072,East Lindsey 005A,Offender given a caution
6c9ac51415af11a655f5a11a070cd58552a4e2dff05e645e7b4b0ed1f8ae6115,2017-11,Lincolnshire Police,Lincolnshire Police,-0.548358,53.233551,On or near ASHLIN GROVE,E01026143,Lincoln 005B,Investigation complete; no suspect identified
fc9353c10c75cd70cf09a699207877030ba3a8da82ac416c3cd4e25c97694c46,2017-11,Lincolnshire Police,Lincolnshire Police,-0.525065,53.032163,On or near B6403,E01026198,North Kesteven 008C,Offender given a drugs possession warning
35cbd99b1a106abc2038b9e9475080f33baf81b2542eb2e893d54398145c6019,2017-11,Lincolnshire Police,Lincolnshire Police,-0.640436,52.910484,On or near ST PETER'S HILL,E01026323,South Kesteven 004D,Offender given penalty notice
863e377f6a12189bedc2e28940c038eee544bc0a08e911fc3e157d7ca25fbb31,2017-11,Lincolnshire Police,Lincolnshire Police,-0.746891,53.390401,On or near Petrol Station,E01026375,West Lindsey 006B,Suspect charged as part of another case
dc25adb882f5ac10bb2049ebe1b5d3115f24bac051eac3789b98b2784e2a0379,2017-11,Lincolnshire Police,Lincolnshire Police,-0.506515,53.242923,On or near ROSS CLOSE,E01026153,Lincoln 002A,Investigation complete; no suspect identified
6e1043ea78d357672954af239f3cd46ed0c66272040ec1d8391dab6141fe076f,2017-11,Lincolnshire Police,Lincolnshire Police,-0.619664,52.926768,On or near THE BELFRY,E01026294,South Kesteven 007C,Investigation complete; no suspect identified
79deb59d751cfdc60db85028f4496861e5dc12a99a5136239b04a426122b2047,2017-11,Lincolnshire Police,Lincolnshire Police,-0.522084,53.250776,On or near SEARBY ROAD,E01026165,Lincoln 002D,Investigation complete; no suspect identified
678909d0f3a39ee43f260ef793450499f3c25ca5f456d4be435d56d0c0609718,2017-11,Lincolnshire Police,Lincolnshire Police,-0.170169,52.671087,On or near ALDERLANDS CLOSE,E01026240,South Holland 011B,Investigation complete; no suspect identified
cda96fcc596e82d5a74b20df129ad7808cf3ebcc395a2a0fe55d3753dd9cf3d8,2017-11,Lincolnshire Police,Lincolnshire Police,-0.166136,52.668498,On or near HARRINGTON WAY,E01026240,South Holland 011B,Investigation complete; no suspect identified
e090f9614e0fee4e7dc5628a83fb3b6277661e2fe2d31be642d9c44e0ff50783,2017-11,Lincolnshire Police,Lincolnshire Police,-0.544594,53.220821,On or near HIGH STREET,E01026178,Lincoln 006D,Investigation complete; no suspect identified
df62f0a0273a73e52073325796d56bab3577d571d55b6420f191640c287da178,2017-11,Lincolnshire Police,Lincolnshire Police,-0.567563,53.202643,On or near ROMNEY DRIVE,E01026170,Lincoln 010B,Investigation complete; no suspect identified
06e4ff97b455651af6184aba1e3d9b691d15602564696839d9528f0889890158,2017-11,Lincolnshire Police,Lincolnshire Police,-0.001605,53.370731,On or near MILLERS COURT,E01032987,East Lindsey 004E,Investigation complete; no suspect identified
48c8a22971e3e753b96e140ce6cfe3e5c5f5946e674581deb4e3983029a31ac4,2017-11,Lincolnshire Police,Lincolnshire Police,-0.777163,53.399794,On or near LORD STREET,E01026384,West Lindsey 004F,Suspect charged as part of another case
2d3c471e5d820f4c4bcf32c7daf6c755ba4c16ca006a1cb31a05f4cd750bec5a,2017-11,Lincolnshire Police,Lincolnshire Police,-0.540816,53.229306,On or near Further/Higher Educational Building,E01026143,Lincoln 005B,Offender given penalty notice
0de6975755391c76f45ef40abcd549bd351cc02b866875a57b1a3a3dfbabc9fa,2017-11,Lincolnshire Police,Lincolnshire Police,-0.031505,52.976550,On or near SLEAFORD ROAD,E01026006,Boston 003A,Offender given a drugs possession warning
dcd74ee3c7e36196722205554b787e159766a4c4d17f40e882867d7bf1223bd2,2017-11,Lincolnshire Police,Lincolnshire Police,0.011154,52.799301,On or near OXFORD GARDENS,E01026249,South Holland 010B,Investigation complete; no suspect identified
d80d11a78eef97e83242abf1ea09287ef142f0ad9b11dbe18991e1f9fc438fa0,2017-11,Lincolnshire Police,Lincolnshire Police,-0.765832,53.404676,On or near SPITAL HILL,E01026376,West Lindsey 006C,Offender given a drugs possession warning
cdad53f98baaa1c2e7d4682b93a4fd711e017263694618e10ccf645588a7b9f6,2017-11,Lincolnshire Police,Lincolnshire Police,-0.641009,52.909277,On or near BATH STREET,E01026317,South Kesteven 006A,Offender given a caution
973923a8b70e5e8d1bbfa54cc0c01775a88f040addf0a40f0c6fe7d03a51f96f,2017-11,Lincolnshire Police,Lincolnshire Police,-0.031812,52.979963,On or near Supermarket,E01026032,Boston 002D,Offender given a caution
52ccf66ce1a52619edbeb180a21f69009fd0e2264e3a1f7234d32c981ae41de7,2017-11,Lincolnshire Police,Lincolnshire Police,-0.641009,52.909277,On or near BATH STREET,E01026317,South Kesteven 006A,Offender given a caution
00d8be61e0d346d368df7b1808bf2f702fd61fceb9dd94613df283301c654e29,2017-11,Lincolnshire Police,Lincolnshire Police,0.260260,53.340364,On or near Shopping Area,E01026073,East Lindsey 005B,Investigation complete; no suspect identified
8663983f470fcfe399e47f3d3a23b780f621fa60d839e8a720cb8c63e14cd797,2017-11,Lincolnshire Police,Lincolnshire Police,-0.219548,53.149531,On or near ALBANY ROAD,E01026120,East Lindsey 016G,Investigation complete; no suspect identified
90d1923a0b0b02c79c7e662869df6658ac0861110d313a10054656a0cf786d01,2017-11,Lincolnshire Police,Lincolnshire Police,0.320669,53.151573,On or near PORTAL GREEN,E01026083,East Lindsey 015A,Further investigation is not in the public interest
9dde0e567d67d0472075cedf013be7a70cdf465df9a7131310ef3c019254450e,2017-11,Lincolnshire Police,Lincolnshire Police,-0.337129,53.388041,On or near GEORGE STREET,E01026390,West Lindsey 003B,Investigation complete; no suspect identified
51b4b722d789dda552b64476bc8f6e1ac11a2157e7905cc14b248ab6d672d91d,2017-11,Lincolnshire Police,Lincolnshire Police,-0.337129,53.388041,On or near GEORGE STREET,E01026390,West Lindsey 003B,Unable to prosecute suspect
bce748cfb73933266fb34d6dc4c4267c503ed68da50e5273960dbbd35c607f55,2017-11,Lincolnshire Police,Lincolnshire Police,-0.662736,52.918406,On or near GRIMSTHORPE CLOSE,E01026320,South Kesteven 004A,Unable to prosecute suspect
bce748cfb73933266fb34d6dc4c4267c503ed68da50e5273960dbbd35c607f55,2017-11,Lincolnshire Police,Lincolnshire Police,-0.662736,52.918406,On or near GRIMSTHORPE CLOSE,E01026320,South Kesteven 004A,Unable to prosecute suspect
bce748cfb73933266fb34d6dc4c4267c503ed68da50e5273960dbbd35c607f55,2017-11,Lincolnshire Police,Lincolnshire Police,-0.662736,52.918406,On or near GRIMSTHORPE CLOSE,E01026320,South Kesteven 004A,Unable to prosecute suspect
d740cf2cf6bed51c51e50b771ea6690150cceb6f76eac7212af92712c75daec7,2017-11,Lincolnshire Police,Lincolnshire Police,-0.420456,52.993655,On or near GEORGE STREET,E01026228,North Kesteven 011A,Unable to prosecute suspect
ac120f9f8edc0063e46dd04259a360014ae1b3bdb72190b77a553803be06bd24,2017-11,Lincolnshire Police,Lincolnshire Police,-0.405483,53.275425,On or near MAIN ROAD,E01026373,West Lindsey 011E,Investigation complete; no suspect identified
af9586ba6435f3b0689edc70d47f374b83d4381e304c42a6b417467107420402,2017-11,Lincolnshire Police,Lincolnshire Police,-0.045876,52.875858,On or near A17,E01026017,Boston 007A,Unable to prosecute suspect
ef0066eceb5812cebcf4218cfa989471ab9202fbd885a4e99211b132f2086591,2017-11,Lincolnshire Police,Lincolnshire Police,-0.006082,53.367246,On or near NICHOL HILL,E01032986,East Lindsey 004D,Unable to prosecute suspect
d9db29cd7681dcd00bbcb765153206bbfe423069ab1f02dbb2887f6a2619341c,2017-11,Lincolnshire Police,Lincolnshire Police,-0.311408,53.285547,On or near PARKLAND WAY,E01026121,East Lindsey 007C,Unable to prosecute suspect
a682aaeb2be5c9e333a5a82c5029c3b3b6712e474875b8ba26fa23098efa76c0,2017-11,Lincolnshire Police,Lincolnshire Police,-0.599656,53.206549,On or near WIGSLEY CLOSE,E01026163,Lincoln 009F,Unable to prosecute suspect
2e6c4fbf5cc796812519aab76cf1418253518d522d1eaef50bf3ea6026cdceef,2017-11,Lincolnshire Police,Lincolnshire Police,-0.643398,52.913260,On or near MARKET PLACE,E01026323,South Kesteven 004D,Further investigation is not in the public interest
1c7022297c98d96fed1d6d633420b8b1377e6cf4990adaa19be2ca64d48662fb,2017-11,Lincolnshire Police,Lincolnshire Police,-0.337129,53.388041,On or near GEORGE STREET,E01026390,West Lindsey 003B,Investigation complete; no suspect identified
be34dc39e634aaa52e77f41c81beb4163e32df9e78dadcf65ccf04768be28d55,2017-11,Lincolnshire Police,Lincolnshire Police,0.336105,53.146083,On or near CECIL AVENUE,E01026093,East Lindsey 014B,Unable to prosecute suspect
c4803331c978173a0ada3c39fdeba79ce08340e956aeda5beb481e4f7cfeb7cf,2017-11,Lincolnshire Police,Lincolnshire Police,-0.315352,52.683318,On or near COURTFIELDS,E01026337,South Kesteven 013D,Unable to prosecute suspect
30b2cf14875cc57fc2a1350fb454207d0b19a665212d397ccb0e53febe61c797,2017-11,Lincolnshire Police,Lincolnshire Police,-0.294199,52.676030,On or near ERMINE WAY,E01026306,South Kesteven 014D,Unable to prosecute suspect
f5d3b064bd1c8d8984d09080d5d1c7b30b94d05f2bbe6d165bce981a4cb09897,2017-11,Lincolnshire Police,Lincolnshire Police,-0.363167,52.719672,On or near A15,E01026330,South Kesteven 012A,Unable to prosecute suspect
425afa30799bd8531083ef97506b00d6281215b5703871c717b8b0632263386b,2017-11,Lincolnshire Police,Lincolnshire Police,-0.640446,52.912543,On or near CASTLEGATE,E01026323,South Kesteven 004D,Unable to prosecute suspect
425afa30799bd8531083ef97506b00d6281215b5703871c717b8b0632263386b,2017-11,Lincolnshire Police,Lincolnshire Police,-0.640446,52.912543,On or near CASTLEGATE,E01026323,South Kesteven 004D,Unable to prosecute suspect
a60f6e6039f8c36d3b7de9945ad30ba5f1f79deadf6adaaf605930fd95cf4c7f,2017-11,Lincolnshire Police,Lincolnshire Police,-0.537118,53.230132,On or near Parking Area,E01026122,Lincoln 004A,Investigation complete; no suspect identified
51a7dfab9f2e39c1e6e8186e797b1a0ebe2788be9ddd69288926784401e02a25,2017-11,Lincolnshire Police,Lincolnshire Police,0.061662,52.800187,On or near HOCKLE'S GATE,E01026245,South Holland 010A,Investigation complete; no suspect identified
ef8b75cfaacc6d9e41d07c4c5ad0a3a6f7fb588c1b28bd002b1f194fd1be5a7b,2017-11,Lincolnshire Police,Lincolnshire Police,-0.486182,52.659200,On or near ANNE ROAD,E01026287,South Kesteven 015A,Unable to prosecute suspect
7914f058a8edae87c3b8f9290ce5a92e177ff4244d26612213186b09e636fe40,2017-11,Lincolnshire Police,Lincolnshire Police,-0.546892,53.217999,On or near ROBEY STREET,E01026134,Lincoln 006A,Investigation complete; no suspect identified
4bce0cc703f29a46516637c366a043d92c30e757e86a13cb124daca0eb917354,2017-11,Lincolnshire Police,Lincolnshire Police,-0.641892,52.910051,On or near Shopping Area,E01026323,South Kesteven 004D,Unable to prosecute suspect
7da682c198b1fb44160878241d43e7ff9f38b572fc6762931d8c387803f72033,2017-11,Lincolnshire Police,Lincolnshire Police,-0.510161,53.230275,On or near MONKS WAY,E01026124,Lincoln 004C,Investigation complete; no suspect identified
8d1f81d4be06833feeb319b256177be150e4b9e26d7745cc899514464c330ef0,2017-11,Lincolnshire Police,Lincolnshire Police,-0.175035,53.162450,On or near OAKLANDS PARK,E01026082,East Lindsey 007B,Investigation complete; no suspect identified
f3b67f42e9e611ed7b322b30fc5011a853a0157823df3e077264abd91b33376a,2017-11,Lincolnshire Police,Lincolnshire Police,-0.569160,53.205045,On or near Sports/Recreation Area,E01026169,Lincoln 011G,Local resolution
74f4ac3e70850645e75bd16c19a3a77b9657677a2f70cd76ebf23e6027179ab8,2017-11,Lincolnshire Police,Lincolnshire Police,-0.635299,52.908349,On or near HARROW STREET,E01026343,South Kesteven 006D,Investigation complete; no suspect identified
d7e1dd4ed337f44e8a8401fa18a385f2a017375eea8a92c38d1e0e745d2a153a,2017-11,Lincolnshire Police,Lincolnshire Police,-0.535902,53.220103,On or near NORRIS STREET,E01026176,Lincoln 006B,Unable to prosecute suspect
0d32b396f49605ae749e472aaee1103f0934a013c279f4edf7fbb200e1c86501,2017-11,Lincolnshire Police,Lincolnshire Police,-0.776387,53.398024,On or near Shopping Area,E01026384,West Lindsey 004F,Unable to prosecute suspect
cd05185a343672aae9687184f42292e73c8a225db8b1022afd0002e7d3b41ceb,2017-11,Lincolnshire Police,Lincolnshire Police,-0.406615,53.274037,On or near BARLINGS CLOSE,E01026373,West Lindsey 011E,Unable to prosecute suspect
e82160b015b58e69fba95f636d59bd38212808828d20cc1c2247094271692d8c,2017-11,Lincolnshire Police,Lincolnshire Police,0.112967,52.778299,On or near COWPER'S GATE,E01026254,South Holland 008A,Investigation complete; no suspect identified
1ce176731e57897b5a95abf0ab93ca56e54baceae51a2ea785b29071131589d9,2017-11,Lincolnshire Police,Lincolnshire Police,-0.538215,53.230011,On or near SILVER STREET,E01026122,Lincoln 004A,Investigation complete; no suspect identified
d0b777b26ca5b8feffbb25089208fc07b3891c1fd30a1ffc4d4096155b4f7a04,2017-11,Lincolnshire Police,Lincolnshire Police,-0.655934,52.908494,On or near WARMINGTON AVENUE,E01026311,South Kesteven 005D,Unable to prosecute suspect
40cfc5876aaaf56afcd0b7c66a5d4d5ae327cb03080ac99266d7569f76665aa7,2017-11,Lincolnshire Police,Lincolnshire Police,-0.519554,53.232028,On or near Parking Area,E01026125,Lincoln 003A,Investigation complete; no suspect identified
ce1097eb3b5dddcbacd167c4a4578adad200e77dc6b8475f7a53ca3b7030a067,2017-11,Lincolnshire Police,Lincolnshire Police,-0.662948,53.149733,On or near FOX HOLLOW,E01032990,North Kesteven 003G,Investigation complete; no suspect identified
7351d33ee610cdc53710eaed2a818485d933931e1418eadd9091c529f8f2b74b,2017-11,Lincolnshire Police,Lincolnshire Police,-0.540606,53.227982,On or near Shopping Area,E01026176,Lincoln 006B,Investigation complete; no suspect identified
4d9b30d2f34f13b69fef8f1954a60a8b68b64163713aed6d3ecb14e40016f44f,2017-11,Lincolnshire Police,Lincolnshire Police,-0.544018,53.241346,On or near MOUNT STREET,E01026151,Lincoln 003E,Investigation complete; no suspect identified
b16140472dfc95289957051a5f5a21cfd15177aed611a4a9a08f43a8786264c3,2017-11,Lincolnshire Police,Lincolnshire Police,-0.024481,52.971839,On or near ST ANN'S LANE,E01026006,Boston 003A,Offender given a caution
84a8de9ec15e2d9d55df0c53083b7978f4710e29ede3c0a20842f849f52a6426,2017-11,Lincolnshire Police,Lincolnshire Police,-0.495370,53.268826,On or near DEEPDALE LANE,E01026395,West Lindsey 010C,Unable to prosecute suspect
dd37e3dc0b71b0834dc3e9754eea8c75ee9b0359e0de93ba736e727d6b196b98,2017-11,Lincolnshire Police,Lincolnshire Police,-0.214906,53.557808,On or near BARTON STREET,E01032683,West Lindsey 001G,Investigation complete; no suspect identified
64b71f17e66dd73a02aa22fbae673ce0928bb8930fdcb21c4710e238e287aeb7,2017-11,Lincolnshire Police,Lincolnshire Police,-0.544467,53.229431,On or near LUCY TOWER STREET,E01026143,Lincoln 005B,Unable to prosecute suspect
26b02710364fc2d9e4a48a17e59b314eed8ceeb1d68cd68a449bfbf8eef060ea,2017-11,Lincolnshire Police,Lincolnshire Police,-0.671619,52.909066,On or near BEECHCROFT ROAD,E01026310,South Kesteven 005C,Investigation complete; no suspect identified
fa9f1207eda76bc88e3de20a07a8f0036a9ea4baa92f316d91fe1bef75d8a89f,2017-11,Lincolnshire Police,Lincolnshire Police,-0.225975,53.510472,On or near Sports/Recreation Area,E01026367,West Lindsey 001A,Investigation complete; no suspect identified
f1bc212fb3333b0ef8f6663b7f52edc7bffe59536d3ac5f65f0781af6564b699,2017-11,Lincolnshire Police,Lincolnshire Police,-0.386766,53.047261,On or near PINFOLD LANE,E01026222,North Kesteven 009C,Investigation complete; no suspect identified
5966ac94ecb94950af1c2c6777e5e5ccbcc1147f0cefd9b9388b5b6abe3ab16d,2017-11,Lincolnshire Police,Lincolnshire Police,-0.158759,52.786550,On or near WINSOVER ROAD,E01032995,South Holland 006F,Investigation complete; no suspect identified
90a9730e7de319b85e55401cf64d5901e5ae3762855ef51a59c16425b591530c,2017-11,Lincolnshire Police,Lincolnshire Police,-0.335501,53.387362,On or near QUEEN STREET,E01026389,West Lindsey 003A,Investigation complete; no suspect identified
9cf101640efa5b408d87956f29b76c51f86ef3829c11b900f33ca67262dc717c,2017-11,Lincolnshire Police,Lincolnshire Police,0.342089,53.141722,On or near ARCADIA ROAD,E01026093,East Lindsey 014B,Unable to prosecute suspect
482e9d72fcdf2a39b9ebed7e377b55c2b9dab8bc5e2ca012141ec2ddad15a37b,2017-11,Lincolnshire Police,Lincolnshire Police,-0.015277,52.826089,On or near ROMAN BANK,E01026286,South Holland 004E,Investigation complete; no suspect identified
ced871a9fb8e8dcc50a29bae390fec20bd505fe4b917a3d5c2da9e501c456429,2017-11,Lincolnshire Police,Lincolnshire Police,-0.337814,53.387448,On or near Supermarket,E01026390,West Lindsey 003B,Offender given a caution
6c5a962c621aa5c2bc9a48bb240028a7e61c11bd1a1c2bec3f3dac10977ab4f2,2017-11,Lincolnshire Police,Lincolnshire Police,0.343575,53.141837,On or near B1451,E01026093,East Lindsey 014B,Offender given a caution
5ad9e72006a59af1f8f79de70d470ce94e7075cc0e68f66fa9ab756046364689,2017-11,Lincolnshire Police,Lincolnshire Police,-0.591691,53.201484,On or near LOW MOOR ROAD,E01026162,Lincoln 009E,Offender given penalty notice
bd2324783115ad20eab063ab94265b31d8331c40cea6a03b40fe1e09f18fbaf3,2017-11,Lincolnshire Police,Lincolnshire Police,-0.546429,53.232107,On or near THE AVENUE,E01026143,Lincoln 005B,Unable to prosecute suspect
486506f6ecdc72c84c829aa1a123afc57e6eea59593fe9e51ef9cc892fbe99de,2017-11,Lincolnshire Police,Lincolnshire Police,-0.552056,53.206996,On or near PARK LANE,E01026175,Lincoln 010E,Offender given a caution
7ce94fbd77510240bcde329af48db3f910c0fd5a1131db1ce4921e40b15b92fc,2017-11,Lincolnshire Police,Lincolnshire Police,0.007845,53.371274,On or near RIVERHEAD ROAD,E01026108,East Lindsey 003G,Unable to prosecute suspect
ef53824e0e1315e20f699c58e67b29265d05af6f4448df93c7d832dd76c4ce5a,2017-11,Lincolnshire Police,Lincolnshire Police,-0.337814,53.387448,On or near Supermarket,E01026390,West Lindsey 003B,Investigation complete; no suspect identified
0714a12971bea1308a8d6b3a0af5d38c5b7b7311a0f06dc8aa57c8eb9075d023,2017-11,Lincolnshire Police,Lincolnshire Police,-0.539101,53.229519,On or near Nightclub,E01026122,Lincoln 004A,Offender given a caution
9c6bab839d93c2e6c96b5cd4b46d006e1d1cbbde41723e510b823d755be021ac,2017-11,Lincolnshire Police,Lincolnshire Police,0.343783,53.151426,On or near Shopping Area,E01026116,East Lindsey 012D,Unable to prosecute suspect
50b43815a304ad2edfc31ef53db732ef910dca6e874cf06d7498c76fdb99391f,2017-11,Lincolnshire Police,Lincolnshire Police,-0.576140,53.212644,On or near SKELLINGTHORPE ROAD,E01026161,Lincoln 010A,Unable to prosecute suspect
2108945df12bbdc45a14da3486c7134fd24008a74ac39f8662a3aeefe34176c6,2017-11,Lincolnshire Police,Lincolnshire Police,0.262759,53.333357,On or near HARLEQUIN DRIVE,E01026109,East Lindsey 006C,Unable to prosecute suspect
a6232e2e55405ef0bc95451ccc8760d1d90a9f55765411fdedb0d2b6d69e9b23,2017-11,Lincolnshire Police,Lincolnshire Police,0.262759,53.333357,On or near HARLEQUIN DRIVE,E01026109,East Lindsey 006C,Local resolution
4b88f17530b3d885c1e9b113ea47aab1dcb4f9c92a554d85ea1c0975470ad129,2017-11,Lincolnshire Police,Lincolnshire Police,-0.689750,53.169197,On or near BRACKEN ROAD,E01026193,North Kesteven 003C,Further investigation is not in the public interest
6ca9c0820008c0293c71e6381189f18b371dc1b60539973619c8e3552855ea8a,2017-11,Lincolnshire Police,Lincolnshire Police,0.125497,52.782589,On or near LONDON ROAD,E01026255,South Holland 008B,Investigation complete; no suspect identified
4377d65aad3d1d929e4c8642aac9d142c828ef7cf05c0b80d75ec10f9657b556,2017-11,Lincolnshire Police,Lincolnshire Police,-0.455577,53.282017,On or near HEATHLEA,E01026405,West Lindsey 010D,Investigation complete; no suspect identified
b5f2d0b3e14f1264a997d25c93106836ed8bec0fb6e941da40ad8d709de6ce20,2017-11,Lincolnshire Police,Lincolnshire Police,-0.540606,53.227982,On or near Shopping Area,E01026176,Lincoln 006B,Unable to prosecute suspect
b5f2d0b3e14f1264a997d25c93106836ed8bec0fb6e941da40ad8d709de6ce20,2017-11,Lincolnshire Police,Lincolnshire Police,-0.540606,53.227982,On or near Shopping Area,E01026176,Lincoln 006B,Unable to prosecute suspect
ff9e1e077e1f9048f04e6a014eafbc614a7dd50b8c5328abdb0ce6a3e361cff6,2017-11,Lincolnshire Police,Lincolnshire Police,-0.476787,52.655978,On or near EMLYNS GARDENS,E01026347,South Kesteven 015E,Offender given a caution
2677ba47b86a56ea4d7fdad6dab29a11d8fc8bf099a8d02d5e99937d766188ef,2017-11,Lincolnshire Police,Lincolnshire Police,-0.539823,53.220628,On or near HOOD STREET,E01026177,Lincoln 006C,Offender given a caution
6b1071eba5f7c44128b2771dd015c45138d2dcc9c5ba5c550aba9033d8d9e9b2,2017-11,Lincolnshire Police,Lincolnshire Police,0.346530,53.144476,On or near SCARBROUGH ESPLANADE,E01026093,East Lindsey 014B,Investigation complete; no suspect identified
